#name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc022cnn.1	chrY	-	15434947	15592550	15435228	15591545	21	15434947,15435434,15436480,15438100,15447442,15466665,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH45	uc022cnn.1
uc022cnp.1	chrY	-	15434947	15592550	15435228	15591545	21	15434947,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH64	uc022cnp.1
uc022cnq.1	chrY	-	15434947	15592550	15435228	15591545	20	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cnq.1
uc022cno.1	chrY	-	15434947	15592550	15435228	15591545	19	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cno.1
uc022cnr.1	chrY	-	15434947	15592550	15435228	15508806	18	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H3N7	uc022cnr.1
uc022cns.1	chrY	-	15434947	15592550	15435228	15591545	19	15434947,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH57	uc022cns.1
uc022cnt.1	chrY	-	15434947	15592550	15435228	15508806	18	15434947,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15582000,15591133,15591393,	15435270,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15508852,15522993,15526673,15582109,15591197,15592550,	F4MH39	uc022cnt.1
uc022cnu.1	chrY	-	15434981	15592550	15434993	15591545	22	15434981,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH58	uc022cnu.1
uc022cnv.1	chrY	-	15434981	15592550	15434993	15591545	21	15434981,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cnv.1
uc022cnw.1	chrY	-	15434981	15592550	15434993	15591545	21	15434981,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cnw.1
uc022cnx.1	chrY	-	15434981	15592550	15434993	15508806	19	15434981,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607-2	uc022cnx.1
uc022cny.1	chrY	-	15434981	15592550	15434993	15591545	9	15434981,15435434,15436480,15438100,15447442,15560896,15582000,15591133,15591393,	15435248,15435640,15436586,15438230,15448215,15560946,15582109,15591197,15592550,	F4MH55	uc022cny.1
uc022cnz.1	chrY	-	15435434	15592550	15435434	15435434	9	15435434,15436480,15438100,15522872,15526614,15560896,15582000,15591133,15591393,	15435640,15436586,15438230,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cnz.1
uc022coa.1	chrY	-	15447442	15592550	15447444	15591545	15	15447442,15466882,15467802,15469756,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15448215,15467278,15467898,15469765,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5GWV3	uc022coa.1
uc004ftb.3	chrY	+	15815446	15817902	15816215	15817139	2	15815446,15817104,	15816315,15817902,	O14604	uc004ftb.3
uc004ftc.3	chrY	-	16097651	16098392	16097750	16098320	2	16097651,16098218,	16098026,16098392,	O14598	uc004ftc.3
uc004ftd.3	chrY	+	16168097	16168838	16168169	16168739	2	16168097,16168463,	16168271,16168838,	O14598	uc004ftd.3
uc004fte.2	chrY	+	16634487	16955848	16835028	16953142	6	16634487,16831338,16834996,16936067,16941609,16952292,	16634821,16831398,16835149,16936253,16942399,16955848,	NP_001193779	uc004fte.2
uc011nas.1	chrY	+	16635384	16955848	16733999	16953142	7	16635384,16733888,16831338,16834996,16936067,16941609,16952292,	16635452,16734471,16831398,16835149,16936253,16942399,16955848,	B4DHI3	uc011nas.1
uc004ftg.2	chrY	+	16635625	16955848	16733999	16953142	6	16635625,16733900,16834996,16936067,16941609,16952292,	16635778,16734471,16835149,16936253,16942399,16955848,	Q8NFZ3	uc004ftg.2
uc004ftf.2	chrY	+	16635625	16955848	16941719	16953142	9	16635625,16733900,16831338,16834996,16860498,16863560,16936067,16941609,16952292,	16635778,16734471,16831398,16835149,16860609,16863682,16936253,16942399,16955848,	Q8NFZ3	uc004ftf.2
uc004fth.2	chrY	+	16636453	16955848	16733999	16953142	6	16636453,16733888,16834996,16936067,16941609,16952292,	16636816,16734471,16835149,16936253,16942399,16955848,	Q8NFZ3	uc004fth.2
uc004fti.4	chrY	+	16733900	16845429	16733999	16845417	4	16733900,16831338,16834996,16845331,	16734471,16831398,16835149,16845429,	F5H6W0	uc004fti.4
uc031tkz.1	chrY	-	16905521	16915913	16905521	16905521	4	16905521,16910501,16913155,16915884,	16905867,16910589,16913224,16915913,		uc031tkz.1
uc011nat.2	chrY	+	19612837	19628622	19612837	19612837	10	19612837,19613590,19624977,19625353,19626040,19626320,19626688,19627191,19627591,19627895,	19612995,19613640,19625106,19625447,19626211,19626414,19626898,19627379,19627813,19628622,		uc011nat.2
uc004ftj.3	chrY	-	19687040	19691353	19687040	19687040	3	19687040,19688582,19691195,	19687247,19688700,19691353,		uc004ftj.3
uc004ftk.3	chrY	-	19880859	19882440	19881423	19881777	1	19880859,	19882440,	A2RUG3	uc004ftk.3
uc004ftl.1	chrY	-	19990139	19992100	19990146	19991772	1	19990139,	19992100,	Q9Y6F7	uc004ftl.1
uc004ftm.1	chrY	+	20137666	20139627	20137994	20139620	1	20137666,	20139627,	Q9Y6F7	uc004ftm.1
uc004ftn.3	chrY	+	20297334	20298915	20297997	20298351	1	20297334,	20298915,	A2RUG3	uc004ftn.3
uc004fto.3	chrY	+	20488418	20492736	20488418	20488418	3	20488418,20491076,20492529,	20488576,20491194,20492736,		uc004fto.3
uc011nau.2	chrY	-	20551155	20566932	20551155	20551155	10	20551155,20551964,20552398,20552879,20553363,20553566,20554330,20554671,20566129,20566774,	20551882,20552186,20552586,20553089,20553457,20553737,20554424,20554800,20566179,20566932,		uc011nau.2
uc004ftp.3	chrY	+	20708556	20710478	20708673	20710357	2	20708556,20709664,	20709186,20710478,	Q96LI6	uc004ftp.3
uc004ftq.3	chrY	+	20708556	20750849	20708556	20708556	6	20708556,20711999,20712668,20713802,20744558,20750421,	20709186,20712109,20712755,20713957,20744644,20750849,		uc004ftq.3
uc004ftr.3	chrY	+	20708556	20750849	20708673	20750520	2	20708556,20750421,	20709186,20750849,	Q96LI6-2	uc004ftr.3
uc004fts.1	chrY	-	20743091	20752407	20743091	20743091	5	20743091,20749297,20750016,20750491,20752265,	20744234,20749434,20750130,20750592,20752407,		uc004fts.1
uc004ftt.1	chrY	+	20891767	20901083	20891767	20891767	5	20891767,20893582,20894044,20894740,20899940,	20891909,20893683,20894158,20894877,20901083,		uc004ftt.1
uc004ftu.3	chrY	-	20893325	20935621	20893325	20893325	6	20893325,20899530,20930216,20931418,20932068,20934991,	20893753,20899616,20930371,20931505,20932178,20935621,		uc004ftu.3
uc004ftv.3	chrY	-	20893325	20935621	20893654	20935504	2	20893325,20934991,	20893753,20935621,	Q96LI6-2	uc004ftv.3
uc004ftw.3	chrY	-	20933699	20935621	20933820	20935504	2	20933699,20934991,	20934513,20935621,	Q96LI6	uc004ftw.3
uc022coe.1	chrY	-	20934593	20981392	20934593	20934593	4	20934593,20951696,20952455,20981240,	20935259,20951805,20952653,20981392,		uc022coe.1
uc004ftx.3	chrY	-	21034386	21040114	21034386	21034386	2	21034386,21038953,	21034720,21040114,		uc004ftx.3
uc004fty.3	chrY	-	21094584	21239302	21094584	21094584	2	21094584,21238930,	21094727,21239302,		uc004fty.3
uc004ftz.1	chrY	-	21152525	21154705	21154352	21154595	1	21152525,	21154705,	B6EC88	uc004ftz.1
uc004fub.1	chrY	-	21617316	21665039	21617316	21617316	11	21617316,21618942,21620809,21621174,21621844,21626991,21628341,21635790,21636525,21642054,21664917,	21618750,21619003,21620965,21621252,21621990,21627113,21629260,21636030,21636789,21642180,21665039,		uc004fub.1
uc004fua.1	chrY	-	21617316	21665039	21617316	21617316	9	21617316,21620809,21621174,21626991,21628341,21635790,21636525,21642054,21664917,	21618750,21620965,21621252,21627113,21629260,21636030,21636789,21642180,21665039,		uc004fua.1
uc011nav.1	chrY	-	21628341	21665039	21628913	21636709	4	21628341,21636525,21642054,21664917,	21629260,21636789,21642180,21665039,	B4E002	uc011nav.1
uc004fuc.4	chrY	+	21729235	21752309	21729235	21729235	4	21729235,21749095,21750255,21751968,	21729456,21749393,21751498,21752309,		uc004fuc.4
uc004fud.5	chrY	+	21729243	21752309	21729243	21729243	4	21729243,21749095,21751406,21751968,	21729368,21749393,21751498,21752309,		uc004fud.5
uc022cof.2	chrY	+	21729243	21769056	21729243	21729243	10	21729243,21749095,21751406,21753665,21755284,21757900,21759476,21761624,21764101,21765682,	21729368,21749393,21751498,21753845,21755479,21758020,21759551,21761717,21764197,21769056,		uc022cof.2
uc011naw.2	chrY	+	21729672	21750504	21729672	21729672	2	21729672,21749095,	21729837,21750504,		uc011naw.2
uc011nax.2	chrY	+	21729672	21751735	21729672	21729672	4	21729672,21731270,21749095,21750255,	21729837,21731345,21749393,21751735,		uc011nax.2
uc004fuf.3	chrY	-	21867300	21877625	21867880	21877594	11	21867300,21868326,21868679,21869032,21869819,21870129,21870760,21871336,21872261,21877237,21877500,	21868231,21868526,21868749,21869632,21869957,21870309,21870899,21871464,21872358,21877385,21877625,	B3KXF6	uc004fuf.3
uc011naz.2	chrY	-	21867300	21906825	21867880	21906420	28	21867300,21868326,21868679,21869032,21869819,21870129,21870760,21871336,21872261,21877237,21877500,21877708,21878164,21878481,21882757,21883015,21885226,21893657,21893931,21894469,21897237,21897506,21901413,21903203,21903620,21905047,21906270,21906556,	21868231,21868526,21868749,21869632,21869957,21870309,21870899,21871695,21872358,21877385,21877625,21877890,21878359,21878601,21882920,21883197,21885319,21893816,21894051,21894628,21897383,21897636,21901548,21903374,21903743,21905125,21906439,21906825,	Q9BY66-3	uc011naz.2
uc004fug.3	chrY	-	21867300	21906825	21867880	21906420	27	21867300,21868326,21868679,21869032,21869819,21870129,21870760,21871336,21872261,21877237,21877500,21877708,21878164,21878481,21882757,21883015,21893657,21893931,21894469,21897237,21897506,21901413,21903203,21903620,21905047,21906270,21906556,	21868231,21868526,21868749,21869632,21869957,21870309,21870899,21871695,21872358,21877385,21877625,21877890,21878359,21878601,21882920,21883197,21893816,21894051,21894628,21897383,21897636,21901548,21903374,21903743,21905125,21906439,21906825,	Q9BY66	uc004fug.3
uc010nwy.3	chrY	-	21867300	21906825	21867880	21906420	26	21867300,21868326,21868679,21869032,21869819,21870129,21870760,21871336,21872261,21877237,21877500,21877708,21878164,21878481,21882757,21883015,21893657,21893931,21894469,21897237,21897506,21901413,21903620,21905047,21906270,21906556,	21868231,21868526,21868749,21869632,21869957,21870309,21870899,21871695,21872358,21877385,21877625,21877890,21878359,21878601,21882920,21883197,21893816,21894051,21894628,21897383,21897636,21901548,21903743,21905125,21906439,21906825,	Q9BY66-2	uc010nwy.3
uc011nba.1	chrY	-	21871336	21906825	21872062	21906420	20	21871336,21872261,21877237,21877500,21877708,21878164,21878481,21882757,21883015,21893657,21893931,21894469,21897237,21897506,21901413,21903203,21903620,21905047,21906270,21906556,	21872146,21872358,21877385,21877625,21877890,21878359,21878601,21882920,21883197,21893816,21894051,21894628,21897383,21897636,21901548,21903374,21903743,21905125,21906439,21906825,	B4E1Y0	uc011nba.1
uc004fuh.2	chrY	-	21883015	21906825	21883017	21906420	11	21883015,21893657,21893931,21894469,21897237,21897506,21903203,21903620,21905047,21906270,21906556,	21883197,21893816,21894051,21894628,21897383,21897636,21903374,21903743,21905125,21906439,21906825,	B4E1Y0	uc004fuh.2
uc004fuj.1	chrY	-	22627553	22681114	22627553	22627553	6	22627553,22628313,22630074,22631757,22669237,22680156,	22627708,22628553,22630134,22631867,22669342,22681114,		uc004fuj.1
uc004fuk.3	chrY	+	22737610	22755040	22737757	22754232	7	22737610,22741493,22744475,22746359,22749909,22751369,22754226,	22737773,22741577,22744579,22746410,22749991,22751461,22755040,	O14602	uc004fuk.3
uc004ful.3	chrY	+	22737610	22755040	22737610	22737610	6	22737610,22741493,22744475,22749909,22751369,22754226,	22737773,22741577,22744579,22749991,22751461,22755040,		uc004ful.3
uc011nbb.2	chrY	+	22917953	22942918	22918049	22942918	7	22917953,22918663,22921753,22923169,22930690,22941394,22942816,	22918052,22918741,22921934,22923267,22930862,22941552,22942918,	Q8TD47	uc011nbb.2
uc004fun.1	chrY	-	23557033	23563448	23557033	23557033	5	23557033,23557585,23557756,23562808,23563362,	23557177,23557674,23557867,23562912,23563448,		uc004fun.1
uc004fuo.4	chrY	+	23673223	23687672	23675236	23687394	12	23673223,23675232,23675819,23678942,23681035,23683198,23684268,23684820,23685365,23686397,23686595,23687095,	23673371,23675345,23675923,23679120,23681188,23683313,23684379,23684931,23685476,23686508,23686684,23687672,	P0C7P1	uc004fuo.4
uc011nbc.2	chrY	+	23673223	23687672	23675327	23687394	12	23673223,23674044,23675232,23675833,23678942,23681035,23683198,23684268,23684820,23685365,23686595,23687095,	23673371,23674109,23675345,23675923,23679120,23681188,23683313,23684379,23684931,23685476,23686684,23687672,	B9EIP3	uc011nbc.2
uc010nwz.3	chrY	+	23673223	23687672	23675236	23687394	11	23673223,23675232,23675819,23678942,23681035,23683198,23684268,23684820,23685365,23686595,23687095,	23673371,23675345,23675923,23679120,23681188,23683313,23684379,23684931,23685476,23686684,23687672,	B9EIP3	uc010nwz.3
uc004fup.4	chrY	+	23673223	23687672	23681064	23687394	11	23673223,23675232,23675819,23681035,23683198,23684268,23684820,23685365,23686397,23686595,23687095,	23673371,23675345,23675923,23681188,23683313,23684379,23684931,23685476,23686508,23686684,23687672,	A6NDE4	uc004fup.4
uc004fuq.4	chrY	+	23696764	23711212	23698777	23710934	12	23696764,23698773,23699360,23702483,23704576,23706739,23707809,23708361,23708906,23709938,23710135,23710635,	23696912,23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710049,23710224,23711212,	P0C7P1	uc004fuq.4
uc011nbd.2	chrY	+	23696764	23711212	23698868	23710934	12	23696764,23697585,23698773,23699374,23702483,23704576,23706739,23707809,23708361,23708906,23710135,23710635,	23696912,23697650,23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710224,23711212,	P0DJD3-2	uc011nbd.2
uc010nxa.3	chrY	+	23696764	23711212	23698777	23710934	11	23696764,23698773,23699360,23702483,23704576,23706739,23707809,23708361,23708906,23710135,23710635,	23696912,23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710224,23711212,	P0DJD3-2	uc010nxa.3
uc004fur.4	chrY	+	23696764	23711212	23704605	23710934	11	23696764,23698773,23699360,23704576,23706739,23707809,23708361,23708906,23709938,23710135,23710635,	23696912,23698886,23699464,23704729,23706854,23707920,23708472,23709017,23710049,23710224,23711212,	P0DJD3	uc004fur.4
uc004fus.3	chrY	-	23745485	23756552	23745485	23745485	6	23745485,23746668,23749386,23751157,23751851,23756471,	23745548,23746760,23749548,23751256,23752013,23756552,		uc004fus.3
uc004fuu.3	chrY	-	24026222	24040673	24026500	24038660	12	24026222,24027210,24027386,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24040525,	24026799,24027299,24027497,24028529,24029074,24029626,24030696,24032859,24034952,24038075,24038664,24040673,	A6NDE4	uc004fuu.3
uc011nbe.2	chrY	-	24026222	24040673	24026500	24038569	12	24026222,24027210,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24039787,24040525,	24026799,24027299,24028529,24029074,24029626,24030696,24032859,24034952,24038061,24038664,24039852,24040673,	B7ZMD9	uc011nbe.2
uc010nxb.2	chrY	-	24026222	24040673	24026500	24038660	11	24026222,24027210,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24040525,	24026799,24027299,24028529,24029074,24029626,24030696,24032859,24034952,24038075,24038664,24040673,	B7ZMD9	uc010nxb.2
uc004fuv.3	chrY	-	24026222	24040673	24026500	24032830	11	24026222,24027210,24027386,24028418,24028963,24029515,24030581,24032706,24037971,24038551,24040525,	24026799,24027299,24027497,24028529,24029074,24029626,24030696,24032859,24038075,24038664,24040673,	P0DJD3	uc004fuv.3
uc010nxc.1	chrY	-	24026222	24329089	24026500	24327116	12	24026222,24027210,24027386,24028418,24028963,24029515,24319047,24321172,24323240,24326437,24327007,24328981,	24026799,24027299,24027497,24028529,24029074,24029626,24319162,24321325,24323418,24326541,24327120,24329089,	B2RUT9	uc010nxc.1
uc010nxd.3	chrY	-	24049764	24064214	24050042	24062201	11	24049764,24050752,24051959,24052504,24053056,24054122,24056247,24058315,24061512,24062092,24064066,	24050341,24050841,24052070,24052615,24053167,24054237,24056400,24058493,24061616,24062205,24064214,	J3KPK3	uc010nxd.3
uc004fux.4	chrY	-	24049764	24064214	24050042	24056371	11	24049764,24050752,24050927,24051959,24052504,24053056,24054122,24056247,24061512,24062092,24064066,	24050341,24050841,24051038,24052070,24052615,24053167,24054237,24056400,24061616,24062205,24064214,	A6NEQ0	uc004fux.4
uc004fuw.4	chrY	-	24049764	24064214	24050042	24062201	12	24049764,24050752,24050927,24051959,24052504,24053056,24054122,24056247,24058315,24061512,24062092,24064066,	24050341,24050841,24051038,24052070,24052615,24053167,24054237,24056400,24058493,24061616,24062205,24064214,	A6NDE4	uc004fuw.4
uc011nbf.2	chrY	-	24049764	24064214	24050042	24062110	12	24049764,24050752,24051959,24052504,24053056,24054122,24056247,24058315,24061512,24062092,24063328,24064066,	24050341,24050841,24052070,24052615,24053167,24054237,24056400,24058493,24061602,24062205,24063393,24064214,	J3KPK3	uc011nbf.2
uc011nbg.2	chrY	-	24049764	24329089	24050042	24327116	11	24049764,24050752,24051959,24052504,24053056,24319047,24321172,24323240,24326437,24327007,24328981,	24050341,24050841,24052070,24052615,24053167,24319162,24321325,24323418,24326541,24327120,24329089,	B7ZMC0	uc011nbg.2
uc004fuy.1	chrY	-	24217902	24242154	24218469	24230986	5	24217902,24228226,24230917,24241878,24242066,	24218728,24228342,24231038,24241965,24242154,	O14603	uc004fuy.1
uc010nxe.1	chrY	-	24217902	24242154	24217902	24217902	6	24217902,24219790,24228226,24230917,24241878,24242066,	24218728,24219905,24228342,24231038,24241965,24242154,		uc010nxe.1
uc022cog.1	chrY	+	24291112	24292981	24291112	24291112	3	24291112,24291444,24292739,	24291226,24291582,24292981,		uc022cog.1
uc010nxf.2	chrY	+	24291112	24292981	24291112	24291112	4	24291112,24291444,24291692,24292739,	24291226,24291582,24291791,24292981,		uc010nxf.2
uc022coh.1	chrY	-	24314688	24319162	24314966	24319157	6	24314688,24315676,24316885,24317430,24317981,24319047,	24315265,24315765,24316996,24317541,24318092,24319162,	J3KQ82	uc022coh.1
uc010nxh.3	chrY	-	24314688	24329089	24315192	24327116	12	24314688,24315681,24315851,24316885,24317430,24317981,24319047,24321172,24323240,24326437,24327007,24328981,	24315265,24315765,24315962,24316996,24317541,24318092,24319162,24321325,24323418,24326541,24327120,24329089,	Q15415-2	uc010nxh.3
uc004fva.3	chrY	-	24314688	24329089	24314966	24327116	12	24314688,24315676,24315851,24316885,24317430,24317981,24319047,24321172,24323240,24326437,24327007,24328981,	24315265,24315765,24315962,24316996,24317541,24318092,24319162,24321325,24323418,24326541,24327120,24329089,	Q15415	uc004fva.3
uc022coi.1	chrY	-	24315851	24327120	24315853	24327116	7	24315851,24317981,24319047,24321172,24323240,24326437,24327007,	24315962,24318092,24319162,24321325,24323418,24326541,24327120,	Q15415	uc022coi.1
uc004fvb.3	chrY	-	24442944	24445023	24442944	24442944	2	24442944,24444452,	24443935,24445023,		uc004fvb.3
uc004fvc.3	chrY	+	24455005	24462352	24457010	24460912	4	24455005,24457006,24457541,24460639,	24455117,24457119,24457645,24462352,		uc004fvc.3
uc004fvd.3	chrY	+	24455005	24564028	24551594	24563750	12	24455005,24551590,24552171,24555298,24557391,24559554,24560624,24561175,24561720,24562754,24562951,24563451,	24455117,24551703,24552275,24555476,24557544,24559669,24560735,24561286,24561831,24562865,24563040,24564028,	Q15415	uc004fvd.3
uc011nbh.2	chrY	+	24455005	24564028	24551594	24563750	11	24455005,24551590,24552171,24555298,24557391,24559554,24560624,24561175,24561720,24562951,24563451,	24455117,24551703,24552275,24555476,24557544,24559669,24560735,24561286,24561831,24563040,24564028,	J3KQ82	uc011nbh.2
uc004fve.3	chrY	+	24549622	24564028	24551594	24563750	12	24549622,24551590,24552171,24555298,24557391,24559554,24560624,24561175,24561720,24562754,24562951,24563451,	24549729,24551703,24552275,24555476,24557544,24559669,24560735,24561286,24561831,24562865,24563040,24564028,	Q15415	uc004fve.3
uc022coj.1	chrY	-	24585736	24587606	24585736	24585736	3	24585736,24587135,24587491,	24585978,24587273,24587606,		uc022coj.1
uc004fvg.2	chrY	-	24585736	24587606	24585736	24585736	4	24585736,24586926,24587135,24587491,	24585978,24587025,24587273,24587606,		uc004fvg.2
uc004fvh.1	chrY	+	24636543	24660784	24647711	24660217	5	24636543,24636732,24647659,24650355,24659958,	24636631,24636819,24647780,24650471,24660784,	O14603	uc004fvh.1
uc010nxj.1	chrY	+	24636543	24660784	24636543	24636543	6	24636543,24636732,24647659,24650355,24658784,24659958,	24636631,24636819,24647780,24650471,24658899,24660784,		uc010nxj.1
uc004fvi.3	chrY	+	24997730	24998862	24997730	24997730	2	24997730,24998756,	24997790,24998862,		uc004fvi.3
uc011nbi.2	chrY	+	25082601	25119431	25082601	25082601	4	25082601,25109774,25111654,25118430,	25082762,25109850,25111762,25119431,		uc011nbi.2
uc004fvj.3	chrY	+	25130409	25151610	25138490	25144415	9	25130409,25130715,25133903,25138449,25140627,25143598,25144396,25151071,25151290,	25130440,25130838,25134040,25138568,25140745,25143704,25144521,25151196,25151610,	O14599	uc004fvj.3
uc011nbj.2	chrY	+	25130715	25151610	25130715	25130715	7	25130715,25133903,25138449,25143598,25144396,25151071,25151290,	25130838,25134040,25138568,25143704,25144521,25151201,25151610,		uc011nbj.2
uc004fvl.3	chrY	-	25275501	25345254	25281356	25344947	28	25275501,25281321,25285993,25286772,25289157,25298943,25301320,25303716,25306099,25308495,25310886,25313331,25314803,25315032,25315532,25316144,25316510,25325643,25325872,25326372,25326984,25327350,25336491,25336720,25337220,25337832,25338198,25344944,	25277358,25281420,25286028,25286844,25289229,25299015,25301392,25303788,25306171,25308567,25310958,25313403,25314943,25315096,25315584,25316236,25316657,25325783,25325936,25326424,25327076,25327497,25336631,25336784,25337272,25337924,25338345,25345254,	Q9NQZ3	uc004fvl.3
uc004fvm.3	chrY	-	25275501	25345254	25281356	25344947	23	25275501,25281321,25285993,25286772,25289157,25298943,25301320,25303716,25306099,25308495,25310886,25313331,25314803,25315032,25315532,25316144,25316510,25336491,25336720,25337220,25337832,25338198,25344944,	25277358,25281420,25286028,25286844,25289229,25299015,25301392,25303788,25306171,25308567,25310958,25313403,25314943,25315096,25315584,25316236,25316657,25336631,25336784,25337272,25337924,25338345,25345254,	Q86SG3	uc004fvm.3
uc004fvn.3	chrY	-	25275501	25345254	25281356	25344947	17	25275501,25281321,25285993,25286772,25298943,25301320,25303716,25306099,25308495,25310886,25313331,25314803,25315032,25315532,25316144,25316510,25344944,	25277358,25281420,25286028,25286844,25299015,25301392,25303788,25306171,25308567,25310958,25313403,25314943,25315096,25315584,25316236,25316657,25345254,	Q86SG3-2	uc004fvn.3
uc004fvo.3	chrY	-	25275501	25345254	25281356	25344947	16	25275501,25281321,25285993,25286772,25289157,25298943,25303716,25308495,25310886,25313331,25314803,25315032,25315532,25316144,25316510,25344944,	25277358,25281420,25286028,25286844,25289229,25299015,25303788,25308567,25310958,25313403,25314943,25315096,25315584,25316236,25316657,25345254,	E7EU39	uc004fvo.3
uc022cok.1	chrY	+	25365580	25426231	25365887	25426231	22	25365580,25372911,25373563,25374051,25374204,25375744,25378187,25380578,25387752,25390136,25392532,25394909,25397291,25399687,25402064,25411853,25414237,25416622,25419006,25421390,25423774,25426159,	25365890,25373003,25373615,25374115,25374344,25375816,25378259,25380650,25387824,25390208,25392604,25394981,25397363,25399759,25402136,25411925,25414309,25416694,25419078,25421462,25423846,25426231,	F6S8J2	uc022cok.1
uc022col.1	chrY	+	25365580	25431683	25365887	25431648	23	25365580,25372490,25372911,25373563,25374051,25374204,25375744,25378187,25380578,25382974,25385356,25387752,25394909,25402064,25411853,25414237,25416622,25419006,25421390,25423774,25426159,25426975,25431584,	25365890,25372637,25373003,25373615,25374115,25374344,25375816,25378259,25380650,25383046,25385428,25387824,25394981,25402136,25411925,25414309,25416694,25419078,25421462,25423846,25426231,25427010,25431683,	Q13117	uc022col.1
uc022com.1	chrY	+	25365580	25431683	25365887	25431648	22	25365580,25372490,25372911,25373563,25374051,25374204,25375744,25378187,25380578,25382974,25385356,25387752,25394909,25411853,25414237,25416622,25419006,25421390,25423774,25426159,25426975,25431584,	25365890,25372637,25373003,25373615,25374115,25374344,25375816,25378259,25380650,25383046,25385428,25387824,25394981,25411925,25414309,25416694,25419078,25421462,25423846,25426231,25427010,25431683,	Q13117-3	uc022com.1
